# ==============================================================================
# = this is a lyndis reference file. Lines that start with '#' like this one are
# = comments, and are ignored by lyndis. lyndis also ignores any blank lines.
# =
# = this file describes information about the base binary, such as its location
# = within the address space, what objects are available, and which regions can
# = be considered "free space".
# =
# = lyndis is very experimental: don't expect the format to be stable.
# ==============================================================================

# define where the binary (ROM) is locacted within the address space
binary 0x08000000 0x02000000

# define which regions are "free space" by default
free 0x0869B668 0x00004998
free 0x087FF0A4 0x00000F5C
free 0x08800000 0x01800000

# all existing objects (symbols)

# generated by elf2ref on 2025-03-22

dat 0x080EFD1E CompressedText_MSG_BC1 0x01
dat 0x080EFD1F CompressedText_MSG_BC2 0x01
dat 0x080EFD20 CompressedText_MSG_BC3 0x01
dat 0x080EFD21 CompressedText_MSG_BC4 0x01
dat 0x080EFD22 CompressedText_MSG_BC5 0x01
dat 0x080EFD23 CompressedText_MSG_BC6 0x01
dat 0x080EFD24 CompressedText_MSG_BC7 0x01
dat 0x080EFD25 CompressedText_MSG_BC8 0x01
dat 0x080EFD26 CompressedText_MSG_BC9 0x01
dat 0x080EFD27 CompressedText_MSG_BCA 0x01
dat 0x080EFD28 CompressedText_MSG_BCB 0x01
dat 0x080EFD29 CompressedText_MSG_BCC 0x01
dat 0x080EFD2A CompressedText_MSG_BCD 0x26
dat 0x080EFD50 CompressedText_MSG_BCE 0x1B
dat 0x080EFD6B CompressedText_MSG_BCF 0x26
dat 0x080EFD91 CompressedText_MSG_BD0 0x25
dat 0x080EFDB6 CompressedText_MSG_BD1 0x26
dat 0x080EFDDC CompressedText_MSG_BD2 0x2B
dat 0x080EFE07 CompressedText_MSG_BD3 0xB7
dat 0x080EFEBE CompressedText_MSG_BD4 0x2AF
dat 0x080F016D CompressedText_MSG_BD5 0x2C
dat 0x080F0199 CompressedText_MSG_BD6 0x0F
dat 0x080F01A8 CompressedText_MSG_BD7 0x9A
dat 0x080F0242 CompressedText_MSG_BD8 0x76
dat 0x080F02B8 CompressedText_MSG_BD9 0x180
dat 0x080F0438 CompressedText_MSG_BDA 0x179
dat 0x080F05B1 CompressedText_MSG_BDB 0x12
dat 0x080F05C3 CompressedText_MSG_BDC 0x09
dat 0x080F05CC CompressedText_MSG_BDD 0xB8
dat 0x080F0684 CompressedText_MSG_BDE 0x4B
dat 0x080F06CF CompressedText_MSG_BDF 0x9C
dat 0x080F076B CompressedText_MSG_BE0 0x1C2
dat 0x080F092D CompressedText_MSG_BE1 0x14
dat 0x080F0941 CompressedText_MSG_BE2 0x16
dat 0x080F0957 CompressedText_MSG_BE3 0xC3
dat 0x080F0A1A CompressedText_MSG_BE4 0x81
dat 0x080F0A9B CompressedText_MSG_BE5 0xA5
dat 0x080F0B40 CompressedText_MSG_BE6 0x127
dat 0x080F0C67 CompressedText_MSG_BE7 0xCE
dat 0x080F0D35 CompressedText_MSG_BE8 0x01
dat 0x080F0D36 CompressedText_MSG_BE9 0x23
dat 0x080F0D59 CompressedText_MSG_BEA 0x14
dat 0x080F0D6D CompressedText_MSG_BEB 0xDD
dat 0x080F0E4A CompressedText_MSG_BEC 0xC9
dat 0x080F0F13 CompressedText_MSG_BED 0xB2
dat 0x080F0FC5 CompressedText_MSG_BEE 0xB2
dat 0x080F1077 CompressedText_MSG_BEF 0x01
dat 0x080F1078 CompressedText_MSG_BF0 0x137
dat 0x080F11AF CompressedText_MSG_BF1 0x142
dat 0x080F12F1 CompressedText_MSG_BF2 0x134
dat 0x080F1425 CompressedText_MSG_BF3 0x27
dat 0x080F144C CompressedText_MSG_BF4 0x20
dat 0x080F146C CompressedText_MSG_BF5 0xCF
dat 0x080F153B CompressedText_MSG_BF6 0x5E
dat 0x080F1599 CompressedText_MSG_BF7 0xDF
dat 0x080F1678 CompressedText_MSG_BF8 0x114
dat 0x080F178C CompressedText_MSG_BF9 0xF4
dat 0x080F1880 CompressedText_MSG_BFA 0xF8
dat 0x080F1978 CompressedText_MSG_BFB 0x01
dat 0x080F1979 CompressedText_MSG_BFC 0x14
dat 0x080F198D CompressedText_MSG_BFD 0x16
dat 0x080F19A3 CompressedText_MSG_BFE 0x10
dat 0x080F19B3 CompressedText_MSG_BFF 0xD9
dat 0x080F1A8C CompressedText_MSG_C00 0x92
dat 0x080F1B1E CompressedText_MSG_C01 0x19B
dat 0x080F1CB9 CompressedText_MSG_C02 0x199
dat 0x080F1E52 CompressedText_MSG_C03 0x184
dat 0x080F1FD6 CompressedText_MSG_C04 0x23
dat 0x080F1FF9 CompressedText_MSG_C05 0x11
dat 0x080F200A CompressedText_MSG_C06 0x1BB
dat 0x080F21C5 CompressedText_MSG_C07 0x0A
dat 0x080F21CF CompressedText_MSG_C08 0x13
dat 0x080F21E2 CompressedText_MSG_C09 0x20
dat 0x080F2202 CompressedText_MSG_C0A 0x0C
dat 0x080F220E CompressedText_MSG_C0B 0x0A
dat 0x080F2218 CompressedText_MSG_C0C 0x16
dat 0x080F222E CompressedText_MSG_C0D 0x13
dat 0x080F2241 CompressedText_MSG_C0E 0x15
dat 0x080F2256 CompressedText_MSG_C0F 0x27
dat 0x080F227D CompressedText_MSG_C10 0x09
dat 0x080F2286 CompressedText_MSG_C11 0x0A
dat 0x080F2290 CompressedText_MSG_C12 0x09
dat 0x080F2299 CompressedText_MSG_C13 0x0A
dat 0x080F22A3 CompressedText_MSG_C14 0x0B
dat 0x080F22AE CompressedText_MSG_C15 0x0A
dat 0x080F22B8 CompressedText_MSG_C16 0x0A
dat 0x080F22C2 CompressedText_MSG_C17 0x0A
dat 0x080F22CC CompressedText_MSG_C18 0x0A
dat 0x080F22D6 CompressedText_MSG_C19 0x0D
dat 0x080F22E3 CompressedText_MSG_C1A 0x0C
dat 0x080F22EF CompressedText_MSG_C1B 0x12
dat 0x080F2301 CompressedText_MSG_C1C 0x12
dat 0x080F2313 CompressedText_MSG_C1D 0x19
dat 0x080F232C CompressedText_MSG_C1E 0x15
dat 0x080F2341 CompressedText_MSG_C1F 0x13
dat 0x080F2354 CompressedText_MSG_C20 0x11
dat 0x080F2365 CompressedText_MSG_C21 0x10
dat 0x080F2375 CompressedText_MSG_C22 0x0F
dat 0x080F2384 CompressedText_MSG_C23 0x15
dat 0x080F2399 CompressedText_MSG_C24 0x0E
dat 0x080F23A7 CompressedText_MSG_C25 0x13
dat 0x080F23BA CompressedText_MSG_C26 0x20
dat 0x080F23DA CompressedText_MSG_C27 0x0E
dat 0x080F23E8 CompressedText_MSG_C28 0x14
dat 0x080F23FC CompressedText_MSG_C29 0x12
dat 0x080F240E CompressedText_MSG_C2A 0x14
dat 0x080F2422 CompressedText_MSG_C2B 0x17
dat 0x080F2439 CompressedText_MSG_C2C 0x18
dat 0x080F2451 CompressedText_MSG_C2D 0x12
dat 0x080F2463 CompressedText_MSG_C2E 0x0E
dat 0x080F2471 CompressedText_MSG_C2F 0x10
dat 0x080F2481 CompressedText_MSG_C30 0x12
dat 0x080F2493 CompressedText_MSG_C31 0x0E
dat 0x080F24A1 CompressedText_MSG_C32 0x0F
dat 0x080F24B0 CompressedText_MSG_C33 0x0D
dat 0x080F24BD CompressedText_MSG_C34 0x16
dat 0x080F24D3 CompressedText_MSG_C35 0x12
dat 0x080F24E5 CompressedText_MSG_C36 0x19
dat 0x080F24FE CompressedText_MSG_C37 0x19
dat 0x080F2517 CompressedText_MSG_C38 0x16
dat 0x080F252D CompressedText_MSG_C39 0x0E
dat 0x080F253B CompressedText_MSG_C3A 0x17
dat 0x080F2552 CompressedText_MSG_C3B 0x15
dat 0x080F2567 CompressedText_MSG_C3C 0x0B
dat 0x080F2572 CompressedText_MSG_C3D 0x08
dat 0x080F257A CompressedText_MSG_C3E 0x11
dat 0x080F258B CompressedText_MSG_C3F 0x08
dat 0x080F2593 CompressedText_MSG_C40 0x0A
dat 0x080F259D CompressedText_MSG_C41 0x09
dat 0x080F25A6 CompressedText_MSG_C42 0x09
dat 0x080F25AF CompressedText_MSG_C43 0x0C
dat 0x080F25BB CompressedText_MSG_C44 0x0B
dat 0x080F25C6 CompressedText_MSG_C45 0x0E
dat 0x080F25D4 CompressedText_MSG_C46 0x13
dat 0x080F25E7 CompressedText_MSG_C47 0x25
dat 0x080F260C CompressedText_MSG_C48 0x34
dat 0x080F2640 CompressedText_MSG_LOCATION_00 0x04
dat 0x080F2644 CompressedText_MSG_LOCATION_01 0x07
dat 0x080F264B CompressedText_MSG_LOCATION_02 0x07
dat 0x080F2652 CompressedText_MSG_LOCATION_03 0x0C
dat 0x080F265E CompressedText_MSG_LOCATION_04 0x06
dat 0x080F2664 CompressedText_MSG_LOCATION_05 0x0B
dat 0x080F266F CompressedText_MSG_LOCATION_06 0x06
dat 0x080F2675 CompressedText_MSG_LOCATION_07 0x07
dat 0x080F267C CompressedText_MSG_LOCATION_08 0x09
dat 0x080F2685 CompressedText_MSG_LOCATION_09 0x0A
dat 0x080F268F CompressedText_MSG_LOCATION_0A 0x07
dat 0x080F2696 CompressedText_MSG_LOCATION_0B 0x06
dat 0x080F269C CompressedText_MSG_LOCATION_0C 0x07
dat 0x080F26A3 CompressedText_MSG_LOCATION_0D 0x06
dat 0x080F26A9 CompressedText_MSG_LOCATION_0E 0x06
dat 0x080F26AF CompressedText_MSG_LOCATION_0F 0x08
dat 0x080F26B7 CompressedText_MSG_LOCATION_10 0x04
dat 0x080F26BB CompressedText_MSG_LOCATION_11 0x05
dat 0x080F26C0 CompressedText_MSG_LOCATION_12 0x04
dat 0x080F26C4 CompressedText_MSG_LOCATION_13 0x06
dat 0x080F26CA CompressedText_MSG_LOCATION_14 0x06
dat 0x080F26D0 CompressedText_MSG_LOCATION_15 0x05
dat 0x080F26D5 CompressedText_MSG_LOCATION_16 0x0C
dat 0x080F26E1 CompressedText_MSG_LOCATION_17 0x06
dat 0x080F26E7 CompressedText_MSG_LOCATION_18 0x06
dat 0x080F26ED CompressedText_MSG_LOCATION_19 0x0B
dat 0x080F26F8 CompressedText_MSG_LOCATION_1A 0x0B
dat 0x080F2703 CompressedText_MSG_LOCATION_1B 0x09
dat 0x080F270C CompressedText_MSG_LOCATION_1C 0x07
dat 0x080F2713 CompressedText_MSG_LOCATION_1D 0x0A
dat 0x080F271D CompressedText_MSG_LOCATION_1E 0x08
dat 0x080F2725 CompressedText_MSG_LOCATION_1F 0x0B
dat 0x080F2730 CompressedText_MSG_LOCATION_20 0x05
dat 0x080F2735 CompressedText_MSG_LOCATION_21 0x07
dat 0x080F273C CompressedText_MSG_LOCATION_22 0x07
dat 0x080F2743 CompressedText_MSG_LOCATION_23 0x08
dat 0x080F274B CompressedText_MSG_LOCATION_24 0x07
dat 0x080F2752 CompressedText_MSG_LOCATION_25 0x04
dat 0x080F2756 CompressedText_MSG_LOCATION_26 0x04
dat 0x080F275A CompressedText_MSG_POPUP_WexpLvup1 0x07
dat 0x080F2761 CompressedText_MSG_POPUP_WexpLvup2 0x07
dat 0x080F2768 CompressedText_MSG_POPUP_WeaponBroken 0x05
dat 0x080F276D CompressedText_MSG_POPUP_ItemVanilshed 0x06
dat 0x080F2773 CompressedText_MSG_POPUP_GetGold 0x0C
dat 0x080F277F CompressedText_MSG_POPUP_GetItem 0x07
dat 0x080F2786 CompressedText_MSG_POPUP_StoleItem 0x06
dat 0x080F278C CompressedText_MSG_POPUP_GoldStolen 0x0B
dat 0x080F2797 CompressedText_MSG_POPUP_ItemStolen1 0x06
dat 0x080F279D CompressedText_MSG_POPUP_ItemStolen2 0x07
dat 0x080F27A4 CompressedText_MSG_POPUP_Support 0x0E
dat 0x080F27B2 CompressedText_MSG_EXTRAMAP_1_NAME 0x07
dat 0x080F27B9 CompressedText_MSG_EXTRAMAP_1_GOAL 0x08
dat 0x080F27C1 CompressedText_MSG_EXTRAMAP_1_INFO 0x51
dat 0x080F2812 CompressedText_MSG_EXTRAMAP_2_NAME 0x08
dat 0x080F281A CompressedText_MSG_EXTRAMAP_2_GOAL 0x0C
dat 0x080F2826 CompressedText_MSG_EXTRAMAP_2_INFO 0x39
dat 0x080F285F CompressedText_MSG_EXTRAMAP_3_NAME 0x0A
dat 0x080F2869 CompressedText_MSG_EXTRAMAP_3_GOAL 0x0C
dat 0x080F2875 CompressedText_MSG_EXTRAMAP_3_INFO 0x4C
dat 0x080F28C1 CompressedText_MSG_EXTRAMAP_4_NAME 0x08
dat 0x080F28C9 CompressedText_MSG_EXTRAMAP_4_GOAL 0x10
dat 0x080F28D9 CompressedText_MSG_EXTRAMAP_4_INFO 0x51
dat 0x080F292A CompressedText_MSG_EXTRAMAP_5_NAME 0x08
dat 0x080F2932 CompressedText_MSG_EXTRAMAP_5_GOAL 0x08
dat 0x080F293A CompressedText_MSG_EXTRAMAP_5_INFO 0x40
dat 0x080F297A CompressedText_MSG_SOUNDROM_00_NAME 0x15
dat 0x080F298F CompressedText_MSG_SOUNDROM_01_NAME 0x13
dat 0x080F29A2 CompressedText_MSG_SOUNDROM_02_NAME 0x1F
dat 0x080F29C1 CompressedText_MSG_SOUNDROM_03_NAME 0x1F
dat 0x080F29E0 CompressedText_MSG_SOUNDROM_04_NAME 0x09
dat 0x080F29E9 CompressedText_MSG_SOUNDROM_05_NAME 0x23
dat 0x080F2A0C CompressedText_MSG_SOUNDROM_06_NAME 0x09
dat 0x080F2A15 CompressedText_MSG_SOUNDROM_07_NAME 0x14
dat 0x080F2A29 CompressedText_MSG_SOUNDROM_08_NAME 0x08
dat 0x080F2A31 CompressedText_MSG_SOUNDROM_09_NAME 0x13
dat 0x080F2A44 CompressedText_MSG_SOUNDROM_0A_NAME 0x12
dat 0x080F2A56 CompressedText_MSG_SOUNDROM_0B_NAME 0x15
dat 0x080F2A6B CompressedText_MSG_SOUNDROM_0C_NAME 0x13
dat 0x080F2A7E CompressedText_MSG_SOUNDROM_0D_NAME 0x14
dat 0x080F2A92 CompressedText_MSG_SOUNDROM_0E_NAME 0x14
dat 0x080F2AA6 CompressedText_MSG_SOUNDROM_0F_NAME 0x16
dat 0x080F2ABC CompressedText_MSG_SOUNDROM_10_NAME 0x11
dat 0x080F2ACD CompressedText_MSG_SOUNDROM_11_NAME 0x13
dat 0x080F2AE0 CompressedText_MSG_SOUNDROM_12_NAME 0x20
dat 0x080F2B00 CompressedText_MSG_SOUNDROM_13_NAME 0x08
dat 0x080F2B08 CompressedText_MSG_SOUNDROM_14_NAME 0x09
dat 0x080F2B11 CompressedText_MSG_SOUNDROM_15_NAME 0x08
dat 0x080F2B19 CompressedText_MSG_SOUNDROM_16_NAME 0x0A
dat 0x080F2B23 CompressedText_MSG_SOUNDROM_17_NAME 0x08
dat 0x080F2B2B CompressedText_MSG_SOUNDROM_18_NAME 0x20
dat 0x080F2B4B CompressedText_MSG_SOUNDROM_19_NAME 0x0D
dat 0x080F2B58 CompressedText_MSG_SOUNDROM_1A_NAME 0x0E
dat 0x080F2B66 CompressedText_MSG_SOUNDROM_1B_NAME 0x09
dat 0x080F2B6F CompressedText_MSG_SOUNDROM_1C_NAME 0x07
dat 0x080F2B76 CompressedText_MSG_SOUNDROM_1D_NAME 0x0C
dat 0x080F2B82 CompressedText_MSG_SOUNDROM_1E_NAME 0x0C
dat 0x080F2B8E CompressedText_MSG_SOUNDROM_1F_NAME 0x0B
dat 0x080F2B99 CompressedText_MSG_SOUNDROM_20_NAME 0x08
dat 0x080F2BA1 CompressedText_MSG_SOUNDROM_21_NAME 0x0A
dat 0x080F2BAB CompressedText_MSG_SOUNDROM_22_NAME 0x08
dat 0x080F2BB3 CompressedText_MSG_SOUNDROM_23_NAME 0x07
dat 0x080F2BBA CompressedText_MSG_SOUNDROM_24_NAME 0x0A
dat 0x080F2BC4 CompressedText_MSG_SOUNDROM_25_NAME 0x04
dat 0x080F2BC8 CompressedText_MSG_SOUNDROM_26_NAME 0x08
dat 0x080F2BD0 CompressedText_MSG_SOUNDROM_27_NAME 0x08
dat 0x080F2BD8 CompressedText_MSG_SOUNDROM_28_NAME 0x1C
dat 0x080F2BF4 CompressedText_MSG_SOUNDROM_29_NAME 0x08
dat 0x080F2BFC CompressedText_MSG_SOUNDROM_2A_NAME 0x1F
dat 0x080F2C1B CompressedText_MSG_SOUNDROM_2B_NAME 0x18
dat 0x080F2C33 CompressedText_MSG_SOUNDROM_2C_NAME 0x1F
dat 0x080F2C52 CompressedText_MSG_SOUNDROM_2D_NAME 0x07
dat 0x080F2C59 CompressedText_MSG_SOUNDROM_2E_NAME 0x05
dat 0x080F2C5E CompressedText_MSG_SOUNDROM_2F_NAME 0x0F
dat 0x080F2C6D CompressedText_MSG_SOUNDROM_30_NAME 0x11
dat 0x080F2C7E CompressedText_MSG_SOUNDROM_31_NAME 0x04
dat 0x080F2C82 CompressedText_MSG_SOUNDROM_32_NAME 0x18
dat 0x080F2C9A CompressedText_MSG_SOUNDROM_33_NAME 0x0A
dat 0x080F2CA4 CompressedText_MSG_SOUNDROM_34_NAME 0x08
dat 0x080F2CAC CompressedText_MSG_SOUNDROM_35_NAME 0x0B
dat 0x080F2CB7 CompressedText_MSG_SOUNDROM_36_NAME 0x0B
dat 0x080F2CC2 CompressedText_MSG_SOUNDROM_37_NAME 0x08
dat 0x080F2CCA CompressedText_MSG_SOUNDROM_38_NAME 0x0E
dat 0x080F2CD8 CompressedText_MSG_SOUNDROM_39_NAME 0x07
dat 0x080F2CDF CompressedText_MSG_SOUNDROM_3A_NAME 0x09
dat 0x080F2CE8 CompressedText_MSG_SOUNDROM_3B_NAME 0x04
dat 0x080F2CEC CompressedText_MSG_SOUNDROM_3C_NAME 0x08
dat 0x080F2CF4 CompressedText_MSG_SOUNDROM_3D_NAME 0x19
dat 0x080F2D0D CompressedText_MSG_SOUNDROM_3E_NAME 0x17
dat 0x080F2D24 CompressedText_MSG_SOUNDROM_3F_NAME 0x07
dat 0x080F2D2B CompressedText_MSG_SOUNDROM_40_NAME 0x0E
dat 0x080F2D39 CompressedText_MSG_SOUNDROM_41_NAME 0x0F
dat 0x080F2D48 CompressedText_MSG_SOUNDROM_00_DESC 0x01
dat 0x080F2D49 CompressedText_MSG_SOUNDROM_01_DESC 0x09
dat 0x080F2D52 CompressedText_MSG_SOUNDROM_02_DESC 0x09
dat 0x080F2D5B CompressedText_MSG_SOUNDROM_03_DESC 0x0A
dat 0x080F2D65 CompressedText_MSG_SOUNDROM_04_DESC 0x0A
dat 0x080F2D6F CompressedText_MSG_SOUNDROM_05_DESC 0x0A
dat 0x080F2D79 CompressedText_MSG_SOUNDROM_06_DESC 0x0A
dat 0x080F2D83 CompressedText_MSG_SOUNDROM_07_DESC 0x0A
dat 0x080F2D8D CompressedText_MSG_SOUNDROM_08_DESC 0x0A
dat 0x080F2D97 CompressedText_MSG_SOUNDROM_09_DESC 0x09
dat 0x080F2DA0 CompressedText_MSG_SOUNDROM_0A_DESC 0x09
dat 0x080F2DA9 CompressedText_MSG_SOUNDROM_0B_DESC 0x0A
dat 0x080F2DB3 CompressedText_MSG_SOUNDROM_0C_DESC 0x0A
dat 0x080F2DBD CompressedText_MSG_SOUNDROM_0D_DESC 0x0A
dat 0x080F2DC7 CompressedText_MSG_SOUNDROM_0E_DESC 0x0A
dat 0x080F2DD1 CompressedText_MSG_SOUNDROM_0F_DESC 0x0A
dat 0x080F2DDB CompressedText_MSG_SOUNDROM_10_DESC 0x0A
dat 0x080F2DE5 CompressedText_MSG_SOUNDROM_11_DESC 0x0A
dat 0x080F2DEF CompressedText_MSG_SOUNDROM_12_DESC 0x10
dat 0x080F2DFF CompressedText_MSG_SOUNDROM_13_DESC 0x0D
dat 0x080F2E0C CompressedText_MSG_SOUNDROM_14_DESC 0x0B
dat 0x080F2E17 CompressedText_MSG_SOUNDROM_15_DESC 0x0B
dat 0x080F2E22 CompressedText_MSG_SOUNDROM_16_DESC 0x0B
dat 0x080F2E2D CompressedText_MSG_SOUNDROM_17_DESC 0x0D
dat 0x080F2E3A CompressedText_MSG_SOUNDROM_18_DESC 0x0C
dat 0x080F2E46 CompressedText_MSG_SOUNDROM_19_DESC 0x10
dat 0x080F2E56 CompressedText_MSG_SOUNDROM_1A_DESC 0x11
dat 0x080F2E67 CompressedText_MSG_SOUNDROM_1B_DESC 0x0A
dat 0x080F2E71 CompressedText_MSG_SOUNDROM_1C_DESC 0x0A
dat 0x080F2E7B CompressedText_MSG_SOUNDROM_1D_DESC 0x0A
dat 0x080F2E85 CompressedText_MSG_SOUNDROM_1E_DESC 0x0A
dat 0x080F2E8F CompressedText_MSG_SOUNDROM_1F_DESC 0x0A
dat 0x080F2E99 CompressedText_MSG_SOUNDROM_20_DESC 0x08
dat 0x080F2EA1 CompressedText_MSG_SOUNDROM_21_DESC 0x16
dat 0x080F2EB7 CompressedText_MSG_SOUNDROM_22_DESC 0x16
dat 0x080F2ECD CompressedText_MSG_SOUNDROM_23_DESC 0x16
dat 0x080F2EE3 CompressedText_MSG_SOUNDROM_24_DESC 0x16
dat 0x080F2EF9 CompressedText_MSG_SOUNDROM_25_DESC 0x16
dat 0x080F2F0F CompressedText_MSG_SOUNDROM_26_DESC 0x16
dat 0x080F2F25 CompressedText_MSG_SOUNDROM_27_DESC 0x0A
dat 0x080F2F2F CompressedText_MSG_SOUNDROM_28_DESC 0x0B
dat 0x080F2F3A CompressedText_MSG_SOUNDROM_29_DESC 0x0C
dat 0x080F2F46 CompressedText_MSG_SOUNDROM_2A_DESC 0x0B
dat 0x080F2F51 CompressedText_MSG_SOUNDROM_2B_DESC 0x0B
dat 0x080F2F5C CompressedText_MSG_SOUNDROM_2C_DESC 0x0C
dat 0x080F2F68 CompressedText_MSG_SOUNDROM_2D_DESC 0x06
dat 0x080F2F6E CompressedText_MSG_SOUNDROM_2E_DESC 0x06
dat 0x080F2F74 CompressedText_MSG_SOUNDROM_2F_DESC 0x07
dat 0x080F2F7B CompressedText_MSG_SOUNDROM_30_DESC 0x08
dat 0x080F2F83 CompressedText_MSG_SOUNDROM_31_DESC 0x08
dat 0x080F2F8B CompressedText_MSG_SOUNDROM_32_DESC 0x04
dat 0x080F2F8F CompressedText_MSG_SOUNDROM_33_DESC 0x0A
dat 0x080F2F99 CompressedText_MSG_SOUNDROM_34_DESC 0x07
dat 0x080F2FA0 CompressedText_MSG_SOUNDROM_35_DESC 0x0E
dat 0x080F2FAE CompressedText_MSG_SOUNDROM_36_DESC 0x0D
dat 0x080F2FBB CompressedText_MSG_SOUNDROM_37_DESC 0x06
dat 0x080F2FC1 CompressedText_MSG_SOUNDROM_38_DESC 0x06
dat 0x080F2FC7 CompressedText_MSG_SOUNDROM_39_DESC 0x06
dat 0x080F2FCD CompressedText_MSG_SOUNDROM_3A_DESC 0x06
dat 0x080F2FD3 CompressedText_MSG_SOUNDROM_3B_DESC 0x06
dat 0x080F2FD9 CompressedText_MSG_SOUNDROM_3C_DESC 0x0E
dat 0x080F2FE7 CompressedText_MSG_SOUNDROM_3D_DESC 0x09
dat 0x080F2FF0 CompressedText_MSG_SOUNDROM_3E_DESC 0x01
dat 0x080F2FF1 CompressedText_MSG_SOUNDROM_3F_DESC 0x01
dat 0x080F2FF2 CompressedText_MSG_SOUNDROM_40_DESC 0x0D
dat 0x080F2FFF CompressedText_MSG_SOUNDROM_41_DESC 0x0B
dat 0x080F300C gMsgHuffmanTable 0x334C
dat 0x080F6358 gMsgHuffmanTableRoot 0x04
dat 0x080F635C gMsgTable 0x3438
dat 0x080F9998 gSinLut 0x00
dat 0x080F9D80 Img_Icons 0x00
dat 0x080FED80 Pal_Icons 0x00
dat 0x080FEDC0 Img_FactionMiniCard 0x00
dat 0x080FFBC0 Pal_FactionMiniCard 0x00
dat 0x081004A4 Img_SystemObjects 0x00
dat 0x08100928 Pal_SystemObjects 0x00
dat 0x08100968 Pal_UnitSprites 0x00
dat 0x081009E8 Pal_UnitSpritesPurple 0x00
dat 0x08100A08 Pal_Text 0x00
dat 0x08100A48 Pal_08100A48 0x00
dat 0x08100A68 Pal_GreenTextColors 0x00
dat 0x08100A88 Img_PhaseChangePlayer 0x00
dat 0x08100F04 Pal_PhaseChangePlayer 0x00
dat 0x08100F24 Img_PhaseChangeEnemy 0x00
dat 0x0810137C Pal_PhaseChangeEnemy 0x00
dat 0x0810139C Img_PhaseChangeOther 0x00
dat 0x081017F4 Pal_PhaseChangeOther 0x00
dat 0x08101814 Img_PhaseChangeSquares 0x00
dat 0x08101974 Tsa_Unk_08101974 0x00
dat 0x08101A2C Tsa_Unk_08101A2C 0x00
dat 0x08101AE4 Img_BattlePreviewFrame 0x00
dat 0x08101DD4 Pal_BattlePreviewFrame_Blue 0x00
dat 0x08101DF4 Pal_BattlePreviewFrame_Red 0x00
dat 0x08101E14 Pal_BattlePreviewFrame_Green 0x00
dat 0x08101E34 Pal_BattlePreviewFrame_Purple 0x00
dat 0x08101E54 Tsa_BattlePreviewFrame_Short 0x00
dat 0x08101F98 Tsa_BattlePreviewFrame_Long 0x00
dat 0x0810212C Img_BattlePreviewMultipliers 0x00
dat 0x081021D8 Pal_BattlePreviewMultipliers 0x00
dat 0x081022AC Tsa_UnitPanelHeader 0x00
dat 0x081022FC Tsa_Unk_081022FC 0x00
dat 0x08102450 SpriteAnim_08102450 0x00
dat 0x081025A8 SpriteAnim_GasTrapVertical 0x00
dat 0x0810284C SpriteAnim_GasTrapHorizontal 0x00
dat 0x08102AC0 Img_GasTrapVertical 0x00
dat 0x081030A8 Img_GasTrapHorizontal 0x00
dat 0x0810361C Pal_GasTrap 0x00
dat 0x0810363C Pal_ArrowTrap 0x00
dat 0x0810365C Img_ArrowTrap 0x00
dat 0x08103934 SpriteAnim_ArrowTrap 0x00
dat 0x08103EF0 Img_FireTrap 0x00
dat 0x08104374 Pal_FireTrap 0x00
dat 0x08104394 SpriteAnim_FireTrap 0x00
dat 0x08104440 Img_PikeTrap 0x00
dat 0x081046C0 SpriteAnim_PikeTrap 0x00
dat 0x081048D4 Pal_PikeTrap 0x00
dat 0x08105034 Img_SandstormParticles 0x00
dat 0x081050BC Img_SnowstormParticles 0x00
dat 0x08105154 Img_FlamesParticles 0x00
dat 0x08105194 Pal_FlamesParticles 0x00
dat 0x081051D4 Img_CloudWeather 0x00
dat 0x081056F0 Pal_CloudWeather 0x00
dat 0x08105CBC sParticleTemplates 0x60
dat 0x081065C8 gUnk_081065C8 0x00
dat 0x08106784 gUnk_08106784 0x00
dat 0x08106CC8 gUnk_08106CC8 0x00
dat 0x08107820 gUnk_08107820 0x00
dat 0x081080D4 gUnk_081080D4 0x00
dat 0x08108514 gUnk_08108514 0x00
dat 0x081088E8 gUnk_081088E8 0x00
dat 0x08108B14 gUnk_08108B14 0x00
dat 0x08109290 gUnk_08109290 0x00
dat 0x081094B0 gUnk_081094B0 0x00
dat 0x08109648 gUnk_08109648 0x00
dat 0x08109854 gUnk_08109854 0x00
dat 0x081099A0 gUnk_081099A0 0x00
dat 0x08109A00 gUnk_08109A00 0x00
dat 0x08109A80 gUnk_08109A80 0x00
dat 0x08109AC0 gUnk_08109AC0 0x00
dat 0x08109B00 gUnk_08109B00 0x00
dat 0x08109BA0 gUnk_08109BA0 0x00
dat 0x08109BC0 gUnk_08109BC0 0x00
dat 0x08109BE0 gUnk_08109BE0 0x00
dat 0x08109C00 gUnk_08109C00 0x00
dat 0x08109C20 gUnk_08109C20 0x00
dat 0x08109C40 gUnk_08109C40 0x00
dat 0x08109C60 gUnk_08109C60 0x00
dat 0x08109C80 Pal_LinkArenaMuralBackground 0x00
dat 0x08109CC0 gUnk_08109CC0 0x00
dat 0x08109D78 gUnk_08109D78 0x00
dat 0x08109DF4 gUnk_08109DF4 0x00
dat 0x0810A044 gUnk_0810A044 0x00
dat 0x0810A318 gUnk_0810A318 0x00
dat 0x0810A62C gUnk_0810A62C 0x00
dat 0x0810AADC gUnk_0810AADC 0x00
